Title,Artist,Peak_Position,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness,Date
Empty Garden (Hey Hey Johnny),Elton John,13,5lFVxzLMVUmrqrDvhOJPas,0.0,0.38799999999999996,0.599,0.6920000000000001,0.7559999999999999,0.0273,0.19399999999999998,108.04,0.0,-4.36,1982-03-17
Endless Love,Diana Ross & Lionel Richie,1,4ln4gN9hZiNqxrYPMtQQkf,2.0,0.183,0.625,0.313,0.0813,0.024,0.337,96.98100000000001,0.0,-11.698,1981-07-08
Enough Is Enough,April Wine,50,3husMx4PvNu9jWoZJsaa5N,0.0,0.000231,0.779,0.389,0.0986,0.0376,0.727,140.747,0.7979999999999999,-12.495,1982-06-30
Escalator Of Life,Robert Hazard,58,4leRiN5JbiUZs5Hs5BEKNb,21.0,0.0108,0.644,0.978,0.0987,0.209,0.44,139.725,0.00033999999999999997,-9.273,1983-03-02
Escape (The Pina Colada Song),Rupert Holmes,1,2cc82suSFScrZZUk147ybK,0.0,0.00119,0.645,0.5589999999999999,0.0916,0.0367,0.8540000000000001,143.674,0.6809999999999999,-11.073,1979-10-17
Europa And The Pirate Twins,Thomas Dolby,67,,,,,,,,,,,,1983-06-15
Even It Up,Heart,33,0LWRJ020Addm7ao8i0nPTe,0.0,0.00043499999999999995,0.657,0.536,0.10300000000000001,0.0366,0.975,137.951,0.384,-12.870999999999999,1980-02-06
Even Now,Barry Manilow,19,5JcfQ3nTRuPhPUtV5gh4zk,21.0,0.0606,0.535,0.745,0.161,0.0394,0.59,100.35,0.00385,-10.627,1978-05-03
Even Now,Bob Seger & The Silver Bullet Band,12,,,,,,,,,,,,1983-03-09
Even The Nights Are Better,Air Supply,5,7GclAdgdA8GyooPi0hK49k,6.0,0.242,0.677,0.424,0.114,0.037000000000000005,0.684,105.96,0.166,-15.767999999999999,1982-06-09
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1,4cdaXf8x91g8MfDWcERAlK,0.0,0.805,0.395,0.293,0.0874,0.0316,0.303,115.303,0.871,-12.542,1976-12-08
Everlasting Love,Rex Smith/Rachel Sweet,32,,,,,,,,,,,,1981-06-24
Every 1's A Winner,Hot Chocolate,6,6WIxgIAMT9zYRLfIFcDYxd,32.0,0.92,0.436,0.297,0.124,0.0269,0.257,104.876,0.0154,-8.689,1978-11-08
Every Breath You Take,The Police,1,6kEjqr7fQ51qjKDSErV4sq,29.0,0.136,0.562,0.75,0.136,0.0362,0.41200000000000003,81.929,0.0762,-10.036,1983-06-01
Every Home Should Have One,Patti Austin,62,2sRTFG2voepLjYPDqjWBll,12.0,0.106,0.731,0.654,0.0356,0.0492,0.7440000000000001,113.084,9.35e-06,-14.5,1981-12-09
Every Kinda People,Robert Palmer,16,2ZQlEIV0xSNFnxeIpAY57Q,0.0,0.000724,0.67,0.5770000000000001,0.24,0.0612,0.966,93.96600000000001,0.728,-14.14,1978-03-22
Every Little Thing She Does Is Magic,The Police,3,16pBF9bXr55KhKhu6E2vTD,13.0,0.884,0.677,0.252,0.12,0.0307,0.0713,124.03200000000001,0.29600000000000004,-14.970999999999998,1981-09-23
Every Love Song,Greg Kihn Band,82,4wpBCvD45zrkPtIiCQTnJR,6.0,0.0414,0.499,0.867,0.0826,0.0893,0.8340000000000001,80.68,0.0,-4.393,1982-07-14
Every Time I Think Of You,The Babys,13,1fGHzuMTBrbK0Pqz5rB25o,2.0,0.387,0.33299999999999996,0.442,0.9740000000000001,0.0546,0.272,122.262,0.0605,-15.519,1979-01-03
Every Which Way But Loose,Eddie Rabbitt,30,7D4HDCkWY9gH31ahxpS7TD,0.0,0.0966,0.39899999999999997,0.54,0.604,0.028999999999999998,0.441,127.837,0.0285,-11.888,1979-01-17
Every Woman In The World,Air Supply,5,2oXCSuyAnCapwPAdzSv1Ab,5.0,0.735,0.7909999999999999,0.285,0.11,0.0351,0.68,114.898,0.00295,-15.222999999999999,1980-10-22
Everybody Be Dancin',Starbuck,38,1xvhNH9FLtWM3UulUrBQwr,1.0,0.599,0.728,0.414,0.185,0.0353,0.961,134.49200000000002,0.07400000000000001,-11.686,1977-04-13
Everybody Dance,Chic,38,0g7zpazkfvGRBZjh0biGd0,5.0,0.00665,0.833,0.6859999999999999,0.0959,0.11900000000000001,0.9470000000000001,128.016,0.000771,-8.735,1978-04-19
Everybody Loves A Rain Song,B.J. Thomas,43,,,,,,,,,,,,1978-01-18
Everybody Needs Love,Stephen Bishop,32,3DPW12S3dS1JLKb5upxwLC,1.0,0.551,0.679,0.536,0.0593,0.0345,0.82,136.118,2.08e-05,-13.632,1978-09-13
Everybody Ought To Be In Love,Paul Anka,75,,,,,,,,,,,,1977-07-13
Everybody Wants You,Billy Squier,32,7yHOnJ8lpFsegh2xIIhQaY,1.0,0.507,0.321,0.706,0.15,0.0381,0.564,145.075,0.9670000000000001,-13.220999999999998,1982-09-29
Everybody's Got To Learn Sometime,The Korgis,18,4JRSddeChZYOdDBEmhweN0,0.0,0.10099999999999999,0.47100000000000003,0.292,0.163,0.027000000000000003,0.0668,74.979,0.789,-10.072000000000001,1980-10-08
Everything Is Alright,Spider,86,3Ony7mxK4g7UHxOJL2hrvZ,0.0,0.073,0.501,0.625,0.0995,0.044000000000000004,0.7070000000000001,134.813,0.0,-12.947000000000001,1980-07-30
Everything Works If You Let It,Cheap Trick,44,6eg66y3B71zBNbmK3HmbMz,3.0,0.00223,0.384,0.941,0.11599999999999999,0.0785,0.385,148.726,3.34e-06,-7.648,1980-05-21
Ewok Celebration,Meco,60,,,,,,,,,,,,1983-06-29
Eye In The Sky,The Alan Parsons Project,3,45Su4fwARC3cIgS50lfosy,37.0,0.92,0.254,0.139,0.11900000000000001,0.0404,0.0399,141.246,0.0,-16.788,1982-06-30
Eye Of The Tiger,Survivor,1,156zRgKOtm3Q3e2XV6UYjy,41.0,0.172,0.7829999999999999,0.573,0.193,0.0327,0.513,108.98700000000001,3.0299999999999998e-05,-9.135,1982-06-02
FM (No Static At All),Steely Dan,22,,,,,,,,,,,,1978-05-31
Fade Away,Bruce Springsteen,20,3VIdCRMt0laQqnU45HO4OK,0.0,0.231,0.5489999999999999,0.395,0.213,0.0382,0.636,105.73299999999999,0.835,-13.168,1981-02-04
Fade Away,Loz Netto,82,,,,,,,,,,,,1983-06-01
Fair Game,"Crosby, Stills & Nash",43,3xYaDMMS4PnZRoi6JYll8w,34.0,0.345,0.68,0.574,0.14,0.0938,0.7490000000000001,86.56200000000001,0.00157,-16.65,1977-09-28
Faithfully,Journey,12,1Xrhbz98sBHxQi255oXH9C,17.0,0.295,0.397,0.43700000000000006,0.0945,0.0314,0.245,129.686,0.0,-11.45,1983-04-13
Fake Friends,Joan Jett & the Blackhearts,36,4kf9vgGTmFaVv90nrBmQf6,17.0,0.0897,0.49700000000000005,0.882,0.109,0.11199999999999999,0.573,134.703,0.0,-5.087,1983-07-06
Fall In Love With Me,"Earth, Wind & Fire",17,4AdmJTt1ZtM2gnWLAo8POu,0.0,0.243,0.872,0.364,0.21899999999999997,0.0881,0.848,119.596,0.11699999999999999,-12.727,1983-01-19
Falling In Love Again,Michael Stanley Band,64,4j7wjaOS6RcjWnQ508SIJK,9.0,0.23199999999999998,0.479,0.679,0.0247,0.0284,0.608,108.801,0.0,-7.593,1981-08-05
Falling In Love,Balance,58,3cO1FOikPN5K85psmSsFTw,3.0,0.39899999999999997,0.48,0.348,0.105,0.034,0.201,116.329,6.56e-06,-11.603,1981-11-18
Falling,LeBlanc & Carr,13,7meNU1hkxDdpgTWD2kSJow,0.0,0.461,0.452,0.33,0.154,0.0261,0.22,94.762,0.0009630000000000001,-11.136,1977-10-12
Fame,Irene Cara,4,2HV4aY8LOgHsqYAcc8PFfV,0.0,0.995,0.875,0.0789,0.10400000000000001,0.0832,0.446,119.814,0.9670000000000001,-31.714000000000002,1980-06-11
Family Man,Daryl Hall John Oates,6,7cXiwUfmOYZ3xu3HkX2mEn,10.0,0.41700000000000004,0.77,0.8270000000000001,0.157,0.036000000000000004,0.868,131.341,3.3799999999999995e-05,-5.127999999999999,1983-04-27
Fancy Dancer,Frankie Valli,77,,,,,,,,,,,,1979-01-24
Fantastic Voyage,Lakeside,55,6jUanyf3lkxW8YA6SoNmPt,20.0,0.0327,0.68,0.89,0.925,0.102,0.413,114.17399999999999,0.008870000000000001,-7.614,1981-01-28
Fantasy Girl,38 Special,52,3KxzytvAc5c9Fn2fkO0RiV,15.0,8e-05,0.374,0.8109999999999999,0.8170000000000001,0.0492,0.575,126.766,0.122,-10.186,1981-06-03
Fantasy,Aldo Nova,23,5nmeSKbYO3EfkWvVIrmZHS,0.0,0.000178,0.604,0.5720000000000001,0.195,0.0348,0.655,130.65200000000002,0.008620000000000001,-15.118,1982-03-24
Fantasy,"Earth, Wind & Fire",32,3uB6RtQf18RbP27kvye4Dd,20.0,0.0235,0.424,0.924,0.8029999999999999,0.0923,0.38299999999999995,89.99700000000001,0.0,-6.487,1978-03-01
Far From Over,Frank Stallone,49,2OkevstmPA2iXT2PanOgUy,0.0,0.00585,0.516,0.546,0.131,0.0301,0.58,167.808,0.14300000000000002,-12.140999999999998,1983-07-27
Fashion,David Bowie,70,4EWtJLger8inG1nd2dCTOi,21.0,0.483,0.857,0.659,0.0675,0.0376,0.961,109.868,0.0196,-12.51,1980-12-03
Feel Like A Number,Bob Seger & The Silver Bullet Band,48,,,,,,,,,,,,1981-12-16
Feel That You're Feelin',Maze Featuring Frankie Beverly,67,,,,,,,,,,,,1979-06-13
Feel The Need,Detroit Emeralds,90,1rltlGCDM3Y9Gx7Xp1tlIF,1.0,0.41200000000000003,0.757,0.344,0.114,0.0552,0.557,112.86399999999999,3.73e-05,-13.792,1977-05-11
Feel The Need,Leif Garrett,57,4uNhv9Ca65H1LvFmgGQJxm,13.0,0.0247,0.815,0.575,0.0561,0.0324,0.97,124.25200000000001,0.00277,-14.444,1979-05-02
Feelin' Satisfied,Boston,46,0RdMEyZExJGGhlPhP5esB4,30.0,0.0751,0.489,0.8059999999999999,0.308,0.037000000000000005,0.773,132.045,1.0199999999999999e-05,-8.117,1979-03-21
Feels Like The First Time,Foreigner,4,6vPJXPxybXhi5HXkVbpL7W,28.0,0.188,0.802,0.878,0.105,0.0328,0.925,115.02600000000001,0.00025299999999999997,-4.513,1977-03-23
Feels So Good,Chuck Mangione,4,0I3mCRr9N5Yg7y3fMjVo1h,24.0,0.35700000000000004,0.523,0.396,0.179,0.0541,0.324,131.174,0.861,-10.023,1978-02-08
Feels So Right,Alabama,20,0ZXaYyJO3a36KdHtXb29CF,13.0,0.573,0.621,0.455,0.0906,0.0287,0.523,142.158,0.0,-11.017000000000001,1981-06-03
Feet Don't Fail Me Now,Utopia,82,1kfikr1EC2Hl2ahPotRoq9,6.0,0.155,0.623,0.7509999999999999,0.0915,0.0311,0.9470000000000001,122.32600000000001,0.0,-8.526,1983-01-05
Ffun,ConFunkShun,23,,,,,,,,,,,,1977-12-14
Finally,T.G. Sheppard,58,104wGnii0XXUDLpGrUUNrR,0.0,0.53,0.43,0.624,0.285,0.034,0.488,144.52200000000002,0.00013000000000000002,-9.902000000000001,1982-03-31
Find Another Fool,Quarterflash,16,6bn83QXJh2P11aif4AgrHp,15.0,0.0123,0.484,0.593,0.10099999999999999,0.0531,0.698,156.02,3.21e-05,-10.542,1982-02-10
Find Your Way Back,Jefferson Starship,29,0AqTjzPuFUMQszh0S3Wn5q,0.0,0.0536,0.608,0.569,0.102,0.0281,0.657,126.99700000000001,0.917,-10.398,1981-04-01
Fins,Jimmy Buffett,35,2IvSBENDVrxgteXuuFXGTa,11.0,0.32899999999999996,0.775,0.369,0.073,0.0805,0.569,79.973,0.21899999999999997,-14.946,1979-09-05
Fire And Ice,Pat Benatar,17,5AhnXmuoc3Gu5UV0yPk4RI,0.0,0.0105,0.755,0.461,0.0767,0.0442,0.685,118.04899999999999,0.00018999999999999998,-11.453,1981-07-15
Fire In The Morning,Melissa Manchester,32,2jzL9nm6KWkPl8KOA1xgjb,10.0,0.48,0.552,0.652,0.139,0.028999999999999998,0.426,126.726,0.0,-6.385,1980-02-20
Fire In The Sky,The Dirt Band,76,1kYQxdwj5gfJ1fPmATsowb,11.0,0.335,0.552,0.821,0.295,0.0441,0.6859999999999999,139.939,0.0,-4.433,1981-09-30
Fire Lake,Bob Seger,6,11LpsIjVJFizPxeVFrcdHw,5.0,0.262,0.645,0.732,0.0462,0.0271,0.322,122.01100000000001,0.000147,-3.6260000000000003,1980-02-20
Fire,The Pointer Sisters,2,19VsKDT1rMkScnLm9RKA6u,20.0,0.168,0.7020000000000001,0.575,0.0946,0.0381,0.5489999999999999,118.046,4.8e-05,-9.254,1978-11-08
Firecracker,Mass Production,43,2mx9HSU236ZhdUO6hNHkFv,0.0,0.0531,0.8390000000000001,0.818,0.195,0.126,0.9179999999999999,127.30799999999999,0.008490000000000001,-8.351,1979-08-01
Fireflies,Fleetwood Mac,60,,,,,,,,,,,,1981-02-04
First Time Love,Livingston Taylor,38,7LaDjaGvgNizPpiKaawZFj,4.0,0.8,0.595,0.0808,0.0743,0.0329,0.435,103.00200000000001,0.0,-19.12,1980-07-23
First...Be A Woman,Lenore O'malley,53,,,,,,,,,,,,1980-07-23
Flame,Steve Sperry,91,,,,,,,,,,,,1977-07-13
Flash Light,Parliament,16,2QUqqL63DM0Kb1OwNRmwL3,14.0,0.266,0.753,0.857,0.444,0.0642,0.799,105.492,0.0852,-5.73,1978-02-08
Flash's Theme Aka Flash,Queen,42,,,,,,,,,,,,1981-01-14
Flashdance...What A Feeling,Irene Cara,1,6dpvwrZWl6aV47Cx7ikOFL,24.0,0.374,0.532,0.726,0.349,0.0474,0.5710000000000001,122.01799999999999,0.0,-6.857,1983-03-30
Flirtin' With Disaster,Molly Hatchet,42,6ZrLNgRvSTIPXXCOscunrP,20.0,0.0016300000000000002,0.26899999999999996,0.823,0.191,0.0471,0.698,180.36700000000002,0.0438,-6.2989999999999995,1980-01-02
Float On,The Floaters,2,0JHmdZm4Y54SJirYXyIRo5,8.0,0.0238,0.703,0.674,0.0704,0.04,0.86,125.336,1.65e-06,-14.078,1977-07-06
Fly At Night,Chilliwack,75,2HbfFmlpDO9Ap3TOvqqmQr,0.0,0.0677,0.303,0.42100000000000004,0.0724,0.0283,0.49200000000000005,141.819,0.754,-17.488,1977-04-27
Fly Away,Blackfoot,42,2AXTBSLyZVmFH6sPeWhp4r,3.0,0.113,0.5579999999999999,0.7809999999999999,0.535,0.0543,0.8059999999999999,135.018,0.0,-8.799,1981-06-17
Fly Away,Peter Allen,55,7ApvOEgtD5V15i6D6ni8aF,0.0,0.0446,0.588,0.48100000000000004,0.0702,0.0338,0.614,157.809,0.0285,-11.657,1981-01-07
Fly Away,Stevie Woods,84,,,,,,,,,,,,1982-05-12
Flyin',Prism,53,3EPoeYyrlDmXMCanWI8GZD,4.0,0.159,0.397,0.725,0.858,0.102,0.619,117.59700000000001,0.0006259999999999999,-14.277999999999999,1978-07-19
Flying High,Commodores,38,7qjWYX8nnqLsDMV4khAlJx,7.0,0.11199999999999999,0.685,0.805,0.28,0.0421,0.8540000000000001,128.153,0.000884,-8.565,1978-09-20
Follow You Follow Me,Genesis,23,3vq7x8sPwxOVMlLvjxaKxW,11.0,0.433,0.3,0.43,0.444,0.0335,0.247,141.114,0.000321,-13.524000000000001,1978-04-19
Fool For A Pretty Face (Hurt By Love),Humble Pie,52,,,,,,,,,,,,1980-04-23
Fool For Your Love,Jimmy Hall,77,,,,,,,,,,,,1982-04-28
Fool For Your Loving,Whitesnake,53,1sBvhYAl3ZX7klEu6nSYnz,13.0,6.99e-05,0.33,0.8809999999999999,0.9740000000000001,0.0695,0.0705,136.187,0.23,-5.561,1980-07-30
Fool If You Think It's Over,Chris Rea,12,2GnDjwTkf8ypHpkP9R2inA,0.0,0.0303,0.691,0.419,0.171,0.0307,0.48100000000000004,109.95700000000001,0.693,-14.155999999999999,1978-07-05
Fool In Love With You,Jim Photoglo,25,1muJrdP8puQiqT26EDBvDS,18.0,0.5660000000000001,0.7290000000000001,0.515,0.0465,0.05,0.909,84.01,9.09e-06,-9.262,1981-04-15
Fool In The Rain,Led Zeppelin,21,5eSLxTqEuGsSQhtRiIftb6,9.0,0.9109999999999999,0.542,0.121,0.10300000000000001,0.0979,0.489,183.007,0.9590000000000001,-22.603,1979-12-19
Fool Moon Fire,Walter Egan,46,36lvUEQzZEh9NM532FKO0H,2.0,0.0767,0.633,0.556,0.0493,0.0289,0.835,139.983,1.95e-06,-16.152,1983-04-06
Fool That I Am,Rita Coolidge,46,1DVLj6bl6zzWdgXRT7YE5H,7.0,0.465,0.47600000000000003,0.237,0.7040000000000001,0.0323,0.226,136.283,0.0,-12.401,1980-12-10
Fooled By A Feeling,Barbara Mandrell,89,17qsD41nhYE7SS6TBCDAOc,3.0,0.0432,0.731,0.46799999999999997,0.0752,0.0308,0.9329999999999999,113.257,6.59e-06,-14.015999999999998,1979-10-03
Foolin' Yourself,Aldo Nova,65,5hu6xar1HRNq7JiyoHuz8Q,2.0,0.725,0.313,0.546,0.124,0.0425,0.653,132.87,0.0,-12.963,1982-07-14
Fooling Yourself (The Angry Young Man),Styx,29,1XyPgc4geJa69l0bfn5zUI,13.0,0.114,0.32299999999999995,0.855,0.97,0.0445,0.284,99.59100000000001,0.0,-5.615,1978-02-15
Fools Game,Michael Bolton,82,0l4S40nqotTBKLcUE7lJsJ,25.0,0.129,0.608,0.782,0.188,0.0355,0.885,119.999,0.0,-11.504000000000001,1983-05-11
For A While,Mary Macgregor,90,1F5FpWBElztvsaYqseoi7h,11.0,0.62,0.57,0.469,0.19399999999999998,0.0291,0.598,137.718,0.00436,-9.232999999999999,1977-08-03
For Love,Pousette-Dart Band,83,,,,,,,,,,,,1979-09-05
For You And I,10cc,85,1uESR61b0kfmqVo4iO6Cqw,5.0,0.816,0.547,0.18899999999999997,0.0953,0.0267,0.16899999999999998,80.056,3.5e-05,-13.333,1979-01-31
For Your Eyes Only,Sheena Easton,4,1AWTzG4Mb1evZuSJXwdgvm,0.0,0.929,0.266,0.29,0.35700000000000004,0.0351,0.134,173.31900000000002,5.05e-06,-11.289000000000001,1981-07-22
Forever Autumn,Justin Hayward,47,2mCtHipKPCppRVav5ZIXtW,3.0,0.015,0.655,0.848,0.11199999999999999,0.0272,0.762,125.92200000000001,0.0213,-6.497000000000001,1978-10-04
Forever In Blue Jeans,Neil Diamond,20,4wquiBpK6T4HfzfJ22xjKx,13.0,0.345,0.40700000000000003,0.8220000000000001,0.977,0.0338,0.5579999999999999,96.975,0.0,-8.097000000000001,1979-01-24
Forever Mine,The Motels,60,5rvqkpDQLApfyIprLaDtCO,18.0,0.0058,0.738,0.601,0.13699999999999998,0.204,0.11699999999999999,89.959,0.0111,-15.91,1982-11-10
Forever Mine,The O'Jays,28,668hunY2846KG0gtwvYuGH,0.0,0.5670000000000001,0.584,0.272,0.10300000000000001,0.0937,0.7040000000000001,177.232,4.6200000000000005e-05,-17.317999999999998,1979-11-21
Forever,Little Steven,63,,,,,,,,,,,,1982-12-22
Forget Me Nots,Patrice Rushen,23,7Goiumsbm2mQQ2Aw9LaK9R,20.0,0.0348,0.9129999999999999,0.9520000000000001,0.0442,0.0508,0.9740000000000001,135.599,0.583,-5.016,1982-04-28
Found A Cure,Ashford & Simpson,36,4OCveMIHDw1qfBGrJmLJ7r,1.0,0.14400000000000002,0.664,0.941,0.98,0.09300000000000001,0.56,124.538,0.00242,-5.1739999999999995,1979-08-15
Four Strong Winds,Neil Young,61,13vLKfqfZpbXKBetB2GtoO,0.0,0.0067,0.521,0.5589999999999999,0.31,0.0282,0.48100000000000004,108.10700000000001,0.0,-6.853,1979-01-31
Freddie,Charlene,96,,,,,,,,,,,,1977-05-11
Frederick,Patti Smith Group,90,3h7r9sMtB2gvGvuy8pckQx,4.0,0.177,0.415,0.879,0.0999,0.045,0.941,124.47399999999999,0.0,-6.5889999999999995,1979-08-15
Free Me From My Freedom/Tie Me To A Tree (Handcuff Me),Bonnie Pointer,58,,,,,,,,,,,,1978-11-15
Free Me,Roger Daltrey,53,,,,,,,,,,,,1980-07-02
Freeze-frame,The J. Geils Band,4,0ON952urivl5pUtUg3ExJm,22.0,0.133,0.58,0.9359999999999999,0.239,0.0984,0.479,169.757,5.45e-05,-11.405999999999999,1982-02-17
Friends In Love,Dionne Warwick & Johnny Mathis,38,2g3fLcFRO1N6Qzh8BrDnJ9,2.0,0.715,0.47,0.486,0.6509999999999999,0.0284,0.21899999999999997,135.447,0.0,-7.1160000000000005,1982-04-14
From Graceland To The Promised Land,Merle Haggard,58,24tWI3RFmI4RxWdBm9PNsp,0.0,0.0442,0.609,0.5579999999999999,0.0773,0.0288,0.743,88.03299999999999,0.0801,-9.487,1977-10-19
Front Page Story,Neil Diamond,65,5FYfjjNgGG2872yVdto8fE,11.0,0.525,0.45,0.34299999999999997,0.0544,0.04,0.311,135.429,0.00288,-18.11,1983-04-20
Full Of Fire,Shalamar,55,0nDW1r7dDZ9LD4oTW1zHlK,7.0,0.16,0.737,0.7440000000000001,0.301,0.0784,0.847,118.711,0.0,-7.729,1980-12-17
Fun Time,Joe Cocker,43,1j2Mt62jbN2jjdFkWY5Jkt,6.0,0.19399999999999998,0.66,0.746,0.191,0.0364,0.9640000000000001,104.902,7.35e-06,-5.624,1978-10-18
Funk It Up (David's Song),Sweet,88,,,,,,,,,,,,1977-08-10
Funkytown,"Lipps, Inc.",1,6Xnq6OPTPH5ry5ZFWzI8Vx,14.0,0.0023899999999999998,0.898,0.5429999999999999,0.0987,0.0629,0.254,122.133,0.415,-10.583,1980-03-26
Funny How Time Slips Away,The Spinners,67,2c5tUb4iOxNjG7EZDAaIIZ,0.0,0.11199999999999999,0.319,0.507,0.978,0.0789,0.282,90.01100000000001,2.18e-06,-12.315999999999999,1982-12-08
Galaxy,War,39,4hNzDH1W5IgJUSGad6pkjQ,9.0,0.212,0.8540000000000001,0.201,0.0634,0.0462,0.725,82.03200000000001,0.00021400000000000002,-14.08,1978-01-04
Games People Play,The Alan Parsons Project,16,7FPsZmvUhxPe5iSBdbTzN7,6.0,0.258,0.72,0.6409999999999999,0.13699999999999998,0.0361,0.642,132.078,5.93e-06,-12.184000000000001,1980-12-03
Games Without Frontiers,Peter Gabriel,48,1YNgR4kLRY7Aj2YknA0BI9,0.0,0.10400000000000001,0.7440000000000001,0.604,0.0699,0.0264,0.574,95.97,0.0026899999999999997,-6.893,1980-08-13
Games,Phoebe Snow,46,744wbwIqeCp75NRruMuMKT,4.0,0.27699999999999997,0.551,0.491,0.605,0.0264,0.5770000000000001,91.98899999999999,1.15e-05,-11.073,1981-02-18
Gee Whiz,Bernadette Peters,31,4kUKCTfQMQ4moExucmhg02,7.0,0.831,0.37200000000000005,0.268,0.0872,0.0369,0.33899999999999997,130.194,0.0,-12.62,1980-03-26
Gemini Dream,The Moody Blues,12,2f4WlDCs7BSQ1F32ZYr5aH,0.0,0.106,0.726,0.6709999999999999,0.146,0.0332,0.9,105.005,2.1e-05,-14.085999999999999,1981-06-03
General Hospi-tale,The Afternoon Delights,33,,,,,,,,,,,,1981-07-22
Genius Of Love,Tom Tom Club,31,2r8qXZYUkxd7mqdpKDdS8j,8.0,0.0476,0.743,0.9329999999999999,0.331,0.121,0.847,102.99799999999999,0.0311,-2.937,1982-01-20
Georgia On My Mind,Willie Nelson,84,0HEpZlvoMBpuVtitX4hWNs,6.0,0.8190000000000001,0.29600000000000004,0.382,0.953,0.0311,0.275,83.475,0.0688,-10.972000000000001,1978-05-24
Georgia Rhythm,Atlanta Rhythm Section,68,4TakHobm6gKnrrCG55oCFl,8.0,0.00978,0.47700000000000004,0.745,0.11900000000000001,0.0267,0.509,115.154,0.0,-7.196000000000001,1977-10-12
Georgy Porgy,Toto,48,21JPWqi3YruXxRuoh7qr0P,0.0,0.0745,0.6709999999999999,0.642,0.0687,0.0467,0.7909999999999999,92.98200000000001,1.53e-05,-9.324,1979-04-25
Get A Move On,Eddie Money,46,0VC8WwnVnupGoaETIwyrbG,9.0,0.23,0.623,0.818,0.087,0.0361,0.735,134.464,0.00016,-6.965,1979-08-22
Get Back,Billy Preston,86,1g9G2cZiAYqkAASTOcTQ3j,0.0,0.152,0.7909999999999999,0.515,0.0996,0.0537,0.57,122.086,0.92,-14.805,1978-10-25
Get Closer,Linda Ronstadt,29,1zowdFIZMTdPHtQwyeDonQ,9.0,0.691,0.565,0.20800000000000002,0.0915,0.0313,0.47700000000000004,141.32,0.007259999999999999,-19.680999999999997,1982-09-29
Get Down On It,Kool & The Gang,10,2ZK9Kg1w9gv15bTfepjoOC,19.0,0.0891,0.8690000000000001,0.5529999999999999,0.0417,0.0546,0.966,111.555,8.61e-06,-9.349,1982-02-24
Get Down,Gene Chandler,53,40nCDvibvSRpBRgpoMtRJs,0.0,0.187,0.764,0.42,0.08800000000000001,0.0404,0.7559999999999999,114.06,0.833,-12.145999999999999,1979-01-03
Get It Right Next Time,Gerry Rafferty,21,1KbmHMjFoHiLaTdjjyFeAK,0.0,0.00663,0.737,0.271,0.436,0.0311,0.20199999999999999,126.84700000000001,0.867,-17.379,1979-08-08
Get It Right,Aretha Franklin,78,1DKgdkFHVJHsXcUIaFKeeq,13.0,0.201,0.43700000000000006,0.8390000000000001,0.154,0.13699999999999998,0.649,186.615,3.88e-06,-8.697000000000001,1983-07-27
Get It Up,Ronnie Milsap,43,63XgZcTcECVvxLy4U05ydc,4.0,0.10800000000000001,0.7190000000000001,0.746,0.205,0.0762,0.6729999999999999,102.406,0.0,-7.0489999999999995,1979-10-03
Get Off,Foxy,9,3N9aaBW7heenaOPiynKz4q,0.0,0.0036200000000000004,0.768,0.778,0.0609,0.11900000000000001,0.698,131.035,0.258,-11.919,1978-07-19
Get Up And Go,Go-Go's,50,5u165RYdVYhMtPc8ukhaoY,22.0,0.00488,0.609,0.826,0.0565,0.0342,0.818,99.476,0.008409999999999999,-10.574000000000002,1982-09-22
Get Used To It,Roger Voudouris,21,0hZCisCuzNGFoWheHV09oB,2.0,0.0912,0.617,0.635,0.157,0.0321,0.889,87.03200000000001,1.79e-06,-10.713,1979-03-14
Gettin' Ready For Love,Diana Ross,27,1QE5iOTxX7mnvvQBziBwie,0.0,0.00253,0.6559999999999999,0.593,0.134,0.0375,0.575,131.461,0.0452,-10.525,1977-11-02
Getting Closer,Wings,20,,,,,,,,,,,,1979-06-13
Ghost Dancer,Addrisi Brothers,45,,,,,,,,,,,,1979-08-08
Gimme All Your Lovin,ZZ Top,37,4vTjzqtWV7tc8r5RAX2e2R,13.0,0.0161,0.669,0.7290000000000001,0.0655,0.0304,0.639,119.848,0.0153,-8.137,1983-03-30
Gimme Some Lovin',Blues Brothers,18,0ZixyAWzbubxUlKK5uGPkq,10.0,0.0317,0.5379999999999999,0.985,0.115,0.0646,0.455,143.02100000000002,2.8e-06,-5.047,1980-05-28
Girl Of My Dreams,Bram Tchaikovsky,37,5EheThhxI2xaQpgHRU7nP6,13.0,3.59e-05,0.242,0.892,0.561,0.0477,0.6,144.935,0.301,-6.336,1979-07-04
Girl With The Hungry Eyes,Jefferson Starship,55,3FdwiSB80lCGWK7HYjgAFT,19.0,0.11699999999999999,0.5579999999999999,0.9329999999999999,0.122,0.0327,0.875,135.888,7.929999999999999e-05,-8.128,1980-02-20
"Girl, Don't Let It Get You Down",The O'Jays,55,0Jp09OKyRNJvhm3AcQ1G2G,10.0,0.319,0.629,0.573,0.39799999999999996,0.0349,0.632,111.008,2.54e-06,-10.113999999999999,1980-08-20
Girls Can Get It,Dr. Hook,34,,,,,,,,,,,,1980-10-29
