Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
ExposÃ©,"""Seasons Change""",1,2qXAqfCzAIbNDbXNHKeEdi,0.0,0.0596,0.646,0.482,0.0577,0.0242,0.845,89.998,0.326,-12.777
Phil Collins andÂ Marilyn Martin,"""Separate Lives""",1,,,,,,,,,,,
Gregory Abbott,"""Shake You Down""",1,5lJzl5YSegWwhAxdlkHSy8,16.0,0.498,0.787,0.487,0.291,0.0271,0.798,94.943,0,-9.944
Bob Seger,"""Shakedown""",1,7MzArFx3GokldR6uXsW5it,0.0,0.188,0.434,0.571,0.279,0.0552,0.614,176.538,0,-11.751
Fine Young Cannibals,"""She Drives Me Crazy""",1,1acW3AAh6VBPhAVTPrfY9q,0.0,0.0546,0.681,0.849,0.178,0.0608,0.897,109.267,0.000911,-8.795
Tears for Fears,"""Shout""",3,3dMmq7u17pSXLDfHybGbCJ,21.0,0.137,0.5,0.983,0.059,0.0592,0.366,97.881,2.44e-06,-4.821
Peter Gabriel,"""Sledgehammer""",1,7kzsIuCQDvDc56oC4aVjnE,18.0,0.0744,0.815,0.507,0.0787,0.0346,0.774,96.257,1.78e-06,-7.196
Whitney Houston,"""So Emotional""",1,2C8T1nUEE0pXqfVx0b8gO3,1.0,0.00158,0.697,0.689,0.0965,0.0419,0.582,120.691,0.866,-8.948
John Parr,"""St. Elmo's Fire (Man in Motion)""",2,1EOhbiovOeeFn4Bekkd1Gr,5.0,0.15,0.612,0.6,0.222,0.0327,0.471,111.203,3.04e-06,-10.945
Paula Abdul,"""Straight Up""",3,2E9mNXXfzn4SGgRMLOFXI1,32.0,0.71,0.523,0.641,0.186,0.0542,0.263,179.649,0,-5.001
Huey Lewis and the News,"""Stuck with You""",3,6u6p8klozNxz5h5imfQCeb,0.0,0.0401,0.752,0.538,0.36,0.0296,0.493,120.883,0.0182,-7.941
Phil Collins,"""Sussudio""",1,6zJ5OhEiLSTrwxorF3ZYDA,1.0,0.122,0.693,0.379,0.101,0.0392,0.371,120.063,0.000916,-13.57
Guns N' Roses,"""Sweet Child o' Mine""",2,2PGKEmlg71s3lkP5QhndNI,3.0,0.922,0.475,0.21,0.101,0.0437,0.465,119.972,0.961,-14.652
Eurythmics,"""Sweet Dreams (Are Made of This)""",1,3qDibdWbOVhDK39Klc2dvI,24.0,0.0179,0.786,0.453,0.102,0.0311,0.584,122.196,9.45e-06,-14.691
Berlin,"""Take My Breath Away""",1,2r3zcE2MQzSPIwClRb4pAT,15.0,0.472,0.572,0.485,0.113,0.023,0.54,95.911,0.00041,-7.788
a-ha,"""Take On Me""",1,3KNSHFsR8sLf3i5XuNtTK5,37.0,0.0153,0.531,0.936,0.0949,0.0471,0.832,169.018,0.0168,-5.703
Billy Joel,"""Tell Her About It""",1,4oynM6JSwhMSGCv9LGUXgR,3.0,0.734,0.674,0.332,0.111,0.0584,0.511,116.925,0.00529,-11.233
Dionne Warwick,"""That's What Friends Are For""?Â (1986)",4,,,,,,,,,,,
Cheap Trick,"""The Flame""",2,6bEQ1mtBmtDVv8qts8KYGz,5.0,0.528,0.618,0.716,0.325,0.0284,0.321,95.93,1.02e-05,-7.414
Mike + The Mechanics,"""The Living Years""",1,3SifxPcrqWANAm0EIZXO1K,0.0,0.0576,0.534,0.633,0.156,0.0297,0.278,98.011,0.471,-9.15
Roxette,"""The Look""",1,4isy4H3MAzTjcbfb3IbcqY,22.0,0.108,0.565,0.924,0.942,0.0577,0.641,89.271,2.91e-05,-6.54
Peter Cetera andÂ Amy Grant,"""The Next Time I Fall""",1,,,,,,,,,,,
Air Supply,"""The One That You Love""",1,2j7k8eXugqKd7lXyr267VA,31.0,0.268,0.425,0.458,0.107,0.0258,0.209,109.048,0,-7.031
Huey Lewis and the News,"""The Power of Love""",2,6q4RtQwYBAXCm8rkG43KQV,0.0,0.0143,0.791,0.689,0.33,0.0314,0.84,118.947,0.669,-9.366
Duran Duran,"""The Reflex""",2,2ghhutGLhE7HeCk1x3guRL,24.0,0.00234,0.586,0.991,0.957,0.12,0.61,127.018,0,-2.982
Blondie,"""The Tide Is High""",1,2vzihUuelhN5ojeYNfqbV6,11.0,0.00138,0.726,0.763,0.0619,0.0552,0.701,124.053,0.604,-10.693
Bruce Hornsby & the Range,"""The Way It Is""",1,6ACGiqfHGzZzLkZS522VQt,0.0,0.167,0.563,0.428,0.14,0.0373,0.342,111.343,0.847,-11.014
Michael Jackson,"""The Way You Make Me Feel""",1,71CbEhkuQIGxXqx5yCuLXP,23.0,0.962,0.684,0.19,0.159,0.0613,0.932,114.581,0.171,-15.185
Billy Ocean,"""There'll Be Sad Songs (To Make You Cry)""",1,04T3eKbRYXQaamOWalPAIK,0.0,0.167,0.297,0.358,0.121,0.0304,0.0389,79.803,0.0186,-9.778
Heart,"""These Dreams""",1,1EBwD3yOIxNsaqABe7Ipc9,0.0,0.586,0.519,0.46,0.106,0.0238,0.107,146.126,0.000296,-7.938
Cyndi Lauper,"""Time After Time""",2,1HJuArhTTITzBHWzkUhEQI,21.0,0.601,0.72,0.367,0.0837,0.0298,0.301,130.541,0,-13.102
Rick Astley,"""Together Forever""",1,4IpRMXImp07XAXKvJpERul,6.0,0.0338,0.766,0.975,0.0804,0.0504,0.9,115.146,0.0192,-7.655
Bonnie Tyler,"""Total Eclipse of the Heart""",4,7hwcDldysK15olSBjoGvKJ,29.0,0.145,0.431,0.723,0.375,0.056,0.189,130.546,0,-5.887
Martika,"""Toy Soldiers""",2,6H1WIXvEuYLq2tc43xzbNF,5.0,0.59,0.493,0.646,0.243,0.0286,0.157,130.526,3.01e-06,-5.015
Cyndi Lauper,"""True Colors""",2,1lw2OztMscJvtmQQXQVjkz,27.0,0.778,0.408,0.192,0.121,0.029,0.237,142.199,0,-8.215
Lionel Richie,"""Truly""",2,6ii6tH2l0O6EjsNYyRPoB2,20.0,0.617,0.569,0.341,0.18,0.0338,0.0469,61.949,0,-9.576
Phil Collins,"""Two Hearts""",2,4k9Y5f75KLh84qKJr2s5bd,4.0,0.263,0.418,0.483,0.111,0.0319,0.407,78.523,0.0582,-12.3
Joe CockerÂ andÂ Jennifer Warnes,"""Up Where We Belong""",3,,,,,,,,,,,
Diana Ross,"""Upside Down""",4,47PwiwHl5FuDiwfztxuEM7,27.0,0.00156,0.779,0.905,0.0934,0.0792,0.908,125.996,0.000783,-4.055
Bananarama,"""Venus""",1,0XwwjD9BgVyVEmgzAmG6YJ,0.0,0.00233,0.526,0.997,0.0737,0.144,0.0915,154.978,0.897,-5.069
Wham!,"""Wake Me Up Before You Go-Go""",3,3mSSJXMK6behEaET68JHwR,10.0,0.35,0.691,0.59,0.0982,0.0264,0.19,100.024,0,-6.641
The Bangles,"""Walk Like an Egyptian""?Â (1987)",4,,,,,,,,,,,
USA for Africa,"""We Are the World""",4,,,,,,,,,,,
Starship,"""We Built This City""",2,6otXb9PL5AV8j4iYcIgNyf,14.0,0.0201,0.65,0.979,0.128,0.0309,0.634,140.019,0.00146,-5.008
Billy Joel,"""We Didn't Start the Fire""",2,4plzdrw6wey4yUQHmUmTGr,14.0,0.841,0.711,0.4,0.0964,0.0373,0.349,144.016,0.037,-4.7
Pet Shop Boys,"""West End Girls""",1,4nKfwUyunCQQEp0ljZ2H0I,27.0,0.0246,0.662,0.963,0.941,0.0468,0.552,113.251,0.00185,-5.091
Tina Turner,"""What's Love Got to Do with It""",3,7iCvKxYXVwYiCuHSXeyn7g,37.0,0.219,0.851,0.406,0.0853,0.0661,0.792,97.84,6.41e-06,-11.631
Prince,"""When Doves Cry""?Â (1984)",5,,,,,,,,,,,
Bad English,"""When I See You Smile""",2,2Y3Xp1Eq6lEqrlNTrJ7Tlt,0.0,0.0101,0.492,0.379,0.13,0.0273,0.208,136.438,0.801,-12.567
Janet Jackson,"""When I Think of You""",2,7aEEZHyleeFO6ZXo4jljk8,0.0,0.285,0.756,0.778,0.23,0.032,0.865,116.249,4.29e-05,-8.002
Sheriff,"""When I'm with You""",1,3NDIgXNQ77Kja0S4XQIu8f,0.0,0.65,0.514,0.271,0.177,0.0302,0.138,137.979,4.53e-06,-13.735
Whitney Houston,"""Where Do Broken Hearts Go""",2,50Kqq2OLgKBOKdeSpnxRPN,0.0,0.427,0.788,0.253,0.106,0.0323,0.161,124.079,0.767,-14.265
Men at Work,"""Who Can It Be Now""",1,6ELN2HSIegq6mO2o7cyUwa,0.0,0.0164,0.336,0.615,0.084,0.037,0.26,129.203,0.0114,-10.811
Madonna,"""Who's That Girl""",1,4DGDNQqaSKqFOasguAVi5v,2.0,0.000895,0.667,0.907,0.0783,0.0355,0.814,127.984,0.0206,-5.341
The Escape Club,"""Wild, Wild West""",1,0aUWYgouRQPjyabq06GhIH,7.0,0.0175,0.722,0.755,0.118,0.0552,0.964,139.02,8.27e-06,-11.188
Bette Midler,"""Wind Beneath My Wings""",1,4ohITVxMKrBh5Umfnmd06B,2.0,0.858,0.589,0.127,0.0869,0.0333,0.0629,120.001,0.609,-16.868
Terence Trent D'Arby,"""Wishing Well""",1,3AOp299wbNDqAQkw9W3Nk9,0.0,0.334,0.782,0.61,0.0916,0.0297,0.766,107.03,0.00204,-9.172
U2,"""With or Without You""",3,1Og8U5KRel9D51h4bmznlE,36.0,0.00014,0.546,0.492,0.0961,0.0284,0.108,109.911,0.246,-9.348
Barbra Streisand,"""Woman in Love""",3,3yAZe1HDJpfOy4ZxcdXAIr,0.0,0.218,0.541,0.841,0.313,0.0363,0.473,85.016,0.000249,-4.862
Bon Jovi,"""You Give Love a Bad Name""",1,2tHteTLx1YuGDvqoczcM4i,29.0,0.0223,0.52,0.835,0.0954,0.0382,0.562,121.399,0,-4.042
Kim Wilde,"""You Keep Me Hangin' On""",1,2NkmU6fpC4uw5YQaqh22m4,0.0,0.496,0.608,0.751,0.105,0.0329,0.869,124.067,0.0407,-14.288
