Title,Artist,Peak_Position,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
My Love,Margie Joseph,69,05jpB2ThMGX6nMNKaFZvSE,2.0,0.207,0.276,0.242,0.91,0.0318,0.0746,111.68799999999999,0.00019099999999999998,-13.684000000000001
My Main Man,The Staple Singers,76,02IeHD6KtHkPveONIwHOoZ,2.0,0.191,0.484,0.722,0.149,0.0418,0.85,138.694,0.0,-10.593
"My Man, A Sweet Man",Millie Jackson,42,42ietC4aO3aTW2CNrOjBBZ,2.0,0.0125,0.539,0.659,0.0785,0.0504,0.823,135.082,4.16e-06,-8.628
My Maria,B.W. Stevenson,9,4U2BnS7BBNap28E0vwver0,4.0,0.307,0.746,0.5579999999999999,0.11599999999999999,0.0387,0.826,129.149,0.000177,-10.96
My Melody Of Love,Bobby Vinton,3,3CI6dKblqZgzz74fmHsXoq,0.0,0.0247,0.429,0.49,0.27899999999999997,0.0256,0.5589999999999999,85.005,5.7999999999999994e-05,-9.937999999999999
My Merry-go-round,Johnny Nash,77,6Kwy65sUR6AHoUb65xPxf3,12.0,0.0411,0.222,0.473,0.203,0.048,0.5,171.04,2.35e-06,-12.356
My Mistake (Was To Love You),Diana Ross & Marvin Gaye,19,0Uk4vrQwR4mlEoHBoTp6Q8,6.0,0.00912,0.677,0.696,0.235,0.0539,0.721,116.573,4.97e-06,-9.841000000000001
My Music,Loggins & Messina,16,57ZDTTW6dQNUMm2X3FImPc,0.0,0.262,0.664,0.585,0.0556,0.0469,0.966,171.218,0.87,-10.545
My Old School,Steely Dan,63,4JHMJ0EZ5nB5SbhuCkHhwz,2.0,0.359,0.638,0.679,0.948,0.0538,0.838,121.605,0.0011099999999999999,-12.462
My Part/Make It Funky (Part 3),James Brown,68,4gsAC9QQtSZ4i84wx9sp1p,0.0,0.369,0.8440000000000001,0.526,0.308,0.253,0.616,97.81299999999999,0.00572,-10.47
My Pretending Days Are Over,The Dells,51,5DmyxeFtxKtoqAE9BfvSon,6.0,0.93,0.384,0.473,0.18600000000000003,0.14800000000000002,0.331,132.429,0.7090000000000001,-12.171
My Sweet Lady,John Denver,34,2JLqxuT97H6h98w9ByO9MO,8.0,0.877,0.514,0.0733,0.107,0.0316,0.379,77.183,0.000492,-17.811
My Sweet Lord,Billy Preston,90,38rOyG4DUMKM5Tcxr078EA,14.0,0.626,0.622,0.636,0.469,0.0495,0.674,124.37,9.91e-05,-10.843
My Sweet Summer Suite,Love Unlimited Orchestra,48,2rBZZMjn3vUsEwxAoUn8Wv,5.0,0.007359999999999999,0.613,0.779,0.0845,0.0598,0.9329999999999999,124.882,0.439,-9.482999999999999
My Thang,James Brown,29,7j840soero5n7UUapJXnJC,3.0,0.11,0.73,0.7070000000000001,0.276,0.0773,0.795,103.774,0.0,-12.325999999999999
My World,Bee Gees,16,2WyD1IB5evQLlZULPqqtsq,0.0,0.06,0.47,0.518,0.466,0.026000000000000002,0.746,90.514,2.9299999999999997e-05,-12.027999999999999
"N.y., You Got Me Dancing",Andrea True Connection,27,3zg3c6ZqxN48124dp39hRt,10.0,0.0683,0.625,0.858,0.285,0.0432,0.743,119.185,0.728,-9.81
Nathan Jones,The Supremes,16,7Jl41hCthgq6KDS3g4I7Bw,0.0,0.14,0.732,0.603,0.0986,0.0336,0.9359999999999999,151.85,0.0,-9.837
Natural High,Bloodstone,10,4Waks2gKBwgvcWxUU8TJ3U,3.0,0.7290000000000001,0.332,0.371,0.17600000000000002,0.0396,0.375,173.273,0.00021,-9.884
Near You,Boz Scaggs,96,4nWZgSaPDmLtrYwv4JpWjo,6.0,0.622,0.66,0.451,0.0764,0.027000000000000003,0.341,121.185,0.00164,-12.02
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight And The Pips,2,1ZdvqfCb4sn19qVjlACSky,12.0,0.488,0.527,0.479,0.244,0.0404,0.6629999999999999,140.346,2.46e-06,-9.622
Never Been Any Reason,Head East,68,4WGZBBAl5oxZRQ6fZnoK01,0.0,0.000135,0.633,0.309,0.24100000000000002,0.0579,0.8440000000000001,135.026,0.828,-15.63
Never Been To Spain,Three Dog Night,5,771BXDbBMBg8vHGubSRfHJ,0.0,0.0122,0.598,0.409,0.16,0.0277,0.256,92.02,0.207,-17.088
Never Can Say Goodbye,Gloria Gaynor,9,3QKqjMLMYF2jiSW4pxh7IH,19.0,0.000517,0.7070000000000001,0.815,0.0949,0.0287,0.61,122.34200000000001,0.0030600000000000002,-10.627
Never Can Say Goodbye,Isaac Hayes,22,4B3rmPJqNa0i9hgQNGtCSV,3.0,0.8390000000000001,0.467,0.516,0.265,0.036000000000000004,0.887,139.06,0.0019,-13.76
Never Can Say Goodbye,Jackson 5,2,00xTcz36WYcfbne25nPB1M,23.0,0.321,0.532,0.853,0.474,0.0517,0.8490000000000001,165.308,1.08e-06,-6.031000000000001
Never Dreamed You'd Leave In Summer,Stevie Wonder,78,5J8Sm0KOvdbZkW7exnOejs,0.0,0.836,0.209,0.275,0.136,0.0315,0.135,168.868,0.000324,-10.812999999999999
Never Gonna Fall In Love Again,Eric Carmen,11,7HOjLvuw5NX3xrbbAZjsI8,0.0,0.627,0.499,0.295,0.10300000000000001,0.0318,0.348,116.976,0.787,-14.661
Never Let Her Go,David Gates,29,5ZmPwc9jwQLv4UwRxnOkyz,12.0,0.105,0.36,0.439,0.138,0.0299,0.485,187.296,9.21e-06,-12.552999999999999
Never Let You Go,Bloodstone,43,2e0ZbZMoc7Wh6MBPFK26zu,1.0,0.52,0.466,0.67,0.741,0.0463,0.773,87.54899999999999,0.00293,-7.153
Never My Love,Blue Swede,7,2IfScly5l6u93EfNdZPe6V,8.0,0.0256,0.502,0.75,0.188,0.0312,0.904,128.099,1.06e-05,-7.603
Never My Love,The 5th Dimension,12,5vliEQjTjlQAIw7o698TCq,0.0,0.7659999999999999,0.593,0.25,0.1,0.0319,0.466,97.023,0.053,-18.174
"Never, Never Gonna Give Ya Up",Barry White,7,22UlWN1bU8EQmcMSIPM4nl,29.0,0.0885,0.57,0.873,0.281,0.0481,0.892,84.48,0.0,-7.079
"Never, Never, Never (Grande, Grande, Grande)",Shirley Bassey,48,5rvUoCNGH3pcsmZwo5PjC1,0.0,0.0399,0.627,0.249,0.254,0.0344,0.29100000000000004,96.889,0.89,-19.73
New Orleans,The Staple Singers,70,4bQChmjMY2gcePBlVq7H9h,1.0,0.107,0.757,0.605,0.0372,0.0427,0.655,121.366,0.00047599999999999997,-11.869000000000002
Newsy Neighbors,First Choice,97,3qd8HEkro7uCj9q3kS9j0y,8.0,0.203,0.742,0.555,0.0515,0.0506,0.8440000000000001,127.209,2.03e-06,-13.532
Nice 'N' Naasty,The Salsoul Orchestra,30,4SJ02jpkY6bNTnySXh6llb,5.0,0.0374,0.718,0.863,0.0267,0.142,0.7120000000000001,108.995,0.0596,-4.662
Nice To Be With You,Gallery,4,0LaUN5mvMxgBC6xWkMv2ky,3.0,0.11,0.7559999999999999,0.496,0.0666,0.0308,0.835,123.07600000000001,4.24e-06,-12.353
"Nice, Nice, Very Nice",Ambrosia,63,412pVBoYDMdbBcLujTHbZV,0.0,0.431,0.578,0.426,0.20600000000000002,0.0344,0.623,118.07799999999999,0.007240000000000001,-13.812000000000001
Night Moves,Bob Seger,4,3knAN42OYhHnnmUGOXUiPM,38.0,0.17,0.5710000000000001,0.847,0.273,0.163,0.40399999999999997,130.719,3.84e-05,-5.694
Night Walk,Van Mccoy,96,164ES885mNmIVArkr7j58y,1.0,0.0776,0.596,0.56,0.0921,0.0338,0.595,110.45200000000001,0.637,-16.445999999999998
Nightingale,Carole King,9,6csTJe62e9TEJoZygfOiKA,0.0,0.006809999999999999,0.602,0.718,0.0745,0.0307,0.613,127.039,0.696,-10.274000000000001
Nights Are Forever Without You,England Dan & John Ford Coley,10,3Czwx8a36qQqv0wRUbbYie,0.0,0.187,0.428,0.306,0.121,0.0284,0.32899999999999996,162.131,0.00345,-14.659
Nights In White Satin,The Moody Blues,2,7A1Deu0o1KrRcna5XK9cxD,22.0,0.267,0.188,0.39299999999999996,0.271,0.031,0.23399999999999999,155.89600000000002,0.24100000000000002,-9.969
Nights On Broadway,Bee Gees,7,6qURBgtORzdn5GRWRD3PQq,8.0,0.251,0.565,0.725,0.491,0.0395,0.655,88.95700000000001,0.00206,-6.671
No Charge,Melba Montgomery,39,1xpEY0JLGI3pK1jotiuJdc,0.0,0.0787,0.546,0.39799999999999996,0.0924,0.0306,0.55,103.781,0.919,-10.957
No Charge,Shirley Caesar,91,6p873UBnC1Xm7FYLsSV1Jo,2.0,0.474,0.597,0.344,0.212,0.0326,0.40700000000000003,104.435,3.43e-05,-11.658
No Love At All,B.J. Thomas,16,1dz3w5Fze8V3GgsNVWMiZ5,2.0,0.534,0.35100000000000003,0.601,0.317,0.0352,0.877,83.97399999999999,1.55e-05,-10.405999999999999
No More Mr. Nice Guy,Alice Cooper,25,48uUlCKkbejNkN5spnDxpt,18.0,0.0462,0.42,0.8759999999999999,0.981,0.0554,0.385,136.29,0.0183,-8.329
No One To Depend On,Santana,36,1hHNn3aZ164RnLgE9dwNXV,0.0,0.257,0.713,0.44,0.0812,0.0323,0.501,110.98200000000001,0.903,-11.770999999999999
No Sad Song,Helen Reddy,62,4GAu46qbdEu21ScQ10BkPZ,11.0,0.5710000000000001,0.33399999999999996,0.434,0.16,0.044000000000000004,0.271,172.308,3.84e-06,-9.611
"No, No, Joe",Silver Convention,60,59scmJ3Cv0OISF7KtSjeHx,7.0,0.0799,0.807,0.40399999999999997,0.0516,0.0329,0.9690000000000001,103.83,0.139,-17.517
Nobody Wants You When You're Down And Out,Bobby Womack,29,5bF8zKKV8Q59MqT9HUrz9N,4.0,0.126,0.483,0.897,0.86,0.12300000000000001,0.574,97.211,0.0,-5.965
Nobody Wins,Brenda Lee,70,6MCyL9K6mYwwoRSJnC9Sha,0.0,0.132,0.35700000000000004,0.496,0.396,0.0345,0.5379999999999999,78.154,0.713,-9.283999999999999
Nobody,The Doobie Brothers,58,62HMH7CZZBUK7eQgKTIBxP,15.0,0.792,0.718,0.14300000000000002,0.40399999999999997,0.9470000000000001,0.7390000000000001,74.079,0.0,-22.111
Nothing To Hide,Tommy James,41,7I6RxFWwHnWY49467hygK6,2.0,0.363,0.39,0.568,0.34299999999999997,0.0616,0.7659999999999999,160.144,0.0,-9.187999999999999
Now Run And Tell That,Denise LaSalle,46,2ExN8kNG896WKyHwViQkwK,11.0,0.0961,0.909,0.627,0.0464,0.0348,0.945,111.757,0.0,-8.631
Nutbush City Limits,Bob Seger,69,4bSCvYXJ1Dc9WGeuEHY8kh,6.0,0.0131,0.33399999999999996,0.972,0.9640000000000001,0.375,0.11199999999999999,162.91,0.00417,-5.9239999999999995
Nutbush City Limits,Ike & Tina Turner,22,2F6aZmxyEWNNwwwWxO3KDY,0.0,0.000405,0.7120000000000001,0.529,0.0833,0.0255,0.868,133.904,0.39899999999999997,-13.375
Nutrocker,"Emerson, Lake & Palmer",70,7D6d1FYBYci330U1AjIEFf,2.0,0.00149,0.336,0.925,0.9840000000000001,0.08800000000000001,0.392,120.178,0.0194,-9.539
Oh La De Da,The Staple Singers,33,3WTvkLtq4ddkNihoHpOz5a,2.0,0.0709,0.61,0.741,0.35700000000000004,0.0319,0.945,142.501,5.89e-06,-10.0
Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,73,2dv1KMcrasrUmn2EXcJIub,7.0,0.677,0.42200000000000004,0.629,0.956,0.0977,0.321,134.549,0.000951,-8.0
"Oh Me, Oh My (Dreams In My Arms)",Al Green,48,55tv2auMZGJsEHnCKSQBfn,21.0,0.309,0.7140000000000001,0.541,0.0734,0.0297,0.616,95.41,8.41e-06,-9.068
Oh My My,Ringo Starr,5,2GJ0L028e3P2qn4BiYvUgy,0.0,0.0236,0.669,0.657,0.0607,0.0334,0.872,120.98299999999999,0.0628,-9.627
Oh Very Young,Cat Stevens,10,2WDuqo0qXxULOBDwVSRiDY,0.0,0.519,0.845,0.314,0.14300000000000002,0.128,0.971,105.00200000000001,0.903,-8.044
Oh! No Not My Baby,Rod Stewart,59,2HhF7tnnEKs7A6jZzzq4xW,0.0,0.0983,0.5770000000000001,0.5760000000000001,0.114,0.0277,0.7959999999999999,184.037,0.215,-12.095999999999998
"Oh, Babe, What Would You Say?",Hurricane Smith,3,4u8V9ttELybjJ3EIAiQjy7,0.0,0.00512,0.654,0.715,0.0706,0.0243,0.664,153.928,0.79,-9.682
"Oh, Singer",Jeannie C. Riley,74,1NkqoV57KRv0PRlaVXfB4v,0.0,0.298,0.7040000000000001,0.384,0.151,0.0537,0.542,120.805,0.0,-11.356
Old Days,Chicago,5,4MVsqtKZiNQsc3A5ePgIDS,0.0,0.8440000000000001,0.451,0.203,0.11,0.0379,0.191,121.477,3.37e-06,-12.292
Old Home Filler-up An' Keep On-a-truckin' Cafe,C.W. McCall,54,6DSSAxE1d9KjJRv0vzaRU9,14.0,0.727,0.614,0.7240000000000001,0.0779,0.312,0.65,110.2,0.00014099999999999998,-11.597000000000001
Old Man,Neil Young,31,2F2fTHCQqkDu0t5WXVJBe3,16.0,0.114,0.5920000000000001,0.585,0.192,0.0292,0.66,127.589,0.068,-11.225999999999999
Olena,Don Nix,94,5fXSPTcN1PYNnUIsa8xA1O,4.0,0.0765,0.636,0.804,0.73,0.0284,0.9690000000000001,125.604,0.00175,-7.6739999999999995
On A Night Like This,Bob Dylan,44,7zE4xeJbK7urLEIJQnlnXm,0.0,0.192,0.475,0.845,0.6559999999999999,0.0326,0.9279999999999999,150.05100000000002,0.0921,-8.32
On And On,Gladys Knight And The Pips,5,0qMB2sgsWYbqXYThclrPf4,6.0,0.27399999999999997,0.845,0.8590000000000001,0.491,0.0455,0.883,106.449,0.102,-7.638
On The Border,Al Stewart,60,4fnTNKfeaYoK2cgzu4t25H,11.0,0.142,0.6679999999999999,0.6779999999999999,0.0952,0.0268,0.602,111.257,0.00022400000000000002,-6.973
Once A Fool,Kiki Dee,82,5Rc4qU7yBLRrSiQbzqFzA2,0.0,0.5479999999999999,0.6459999999999999,0.628,0.064,0.0385,0.7190000000000001,111.914,0.0,-7.087999999999999
Once You Get Started,Rufus Featuring Chaka Khan,10,6wwQQw2OJL5N2H0JgeBpNC,17.0,0.0831,0.638,0.759,0.235,0.0461,0.889,120.35,0.0015300000000000001,-8.907
Once You Hit The Road,Dionne Warwick,79,0T7OFAP5mjtecIewD87VIa,1.0,0.0557,0.7979999999999999,0.609,0.0504,0.0336,0.899,116.714,3.91e-05,-11.292
One Beautiful Day,"Ecstasy, Passion & Pain",48,42NvuJEkpf0SJGtC4XyX1P,0.0,0.0538,0.748,0.62,0.0503,0.0457,0.9,121.36,4.65e-06,-9.283999999999999
One Chain Don't Make No Prison,Four Tops,41,7GJtCOZciWLKvEkXTDWosU,1.0,0.483,0.615,0.8590000000000001,0.973,0.0354,0.9009999999999999,127.22,0.00040300000000000004,-11.061
One Day At A Time,Marilyn Sellars,37,62TPqCfkacMWcAr8m2pjZs,0.0,0.922,0.32799999999999996,0.261,0.138,0.0285,0.09699999999999999,132.326,0.000268,-12.375
One Fine Day,Julie,93,79J2XyWMYBXv8RZY98Y7AR,0.0,0.769,0.682,0.727,0.231,0.0425,0.943,117.829,1.9399999999999997e-05,-7.071000000000001
One Fine Morning,Lighthouse,24,4upBu6D53PlK1aCZUHbLUe,4.0,0.0172,0.34600000000000003,0.804,0.0959,0.0694,0.785,128.972,0.00103,-9.647
One For The Money (part 1),The Whispers,88,7qlPWOx8gCVej8ezNSjdOt,7.0,0.209,0.627,0.741,0.0442,0.10099999999999999,0.759,106.949,2.25e-06,-7.202000000000001
One Hell Of A Woman,Mac Davis,11,7q36fBmAJ60xqYbC3vjuOU,0.0,0.215,0.76,0.579,0.136,0.0425,0.556,123.677,0.0861,-12.32
One Last Time,Glen Campbell,78,4Y0LH0M87YNiWrvmcTptnr,1.0,0.5579999999999999,0.419,0.386,0.545,0.0246,0.442,92.87799999999999,0.000985,-12.876
One Less Bell To Answer,The 5th Dimension,2,56Xo4oklaXtK9eC68C2HDc,0.0,0.337,0.22899999999999998,0.324,0.174,0.0321,0.204,66.058,0.0032700000000000003,-10.913
One Less Set Of Footsteps,Jim Croce,37,1fUa5lZVoj25B5wWPALwIx,0.0,0.7390000000000001,0.585,0.5820000000000001,0.0515,0.0425,0.963,148.371,0.0,-13.245
One Love In My Lifetime,Diana Ross,25,360PciDsGMH5mKlUGo8DHu,0.0,0.0326,0.517,0.485,0.154,0.0274,0.679,91.837,0.841,-16.22
One Man Band (Plays All Alone),Ronnie Dyson,28,6vZh25BRVYeEHQRGHEhJ7r,1.0,0.359,0.39,0.708,0.402,0.0387,0.731,173.64,8.73e-06,-8.517999999999999
One Man Band,Leo Sayer,96,72Q6eCeWdHC2c68Ib3I4mJ,1.0,0.0729,0.59,0.772,0.637,0.0409,0.623,132.662,8.19e-06,-6.171
One Man Parade,James Taylor,67,63DVFjNF5DBuNPytkITbJA,0.0,0.855,0.746,0.369,0.0601,0.0378,0.785,124.03,0.895,-14.712
One More Chance,Ocean,76,4IURRlWiyQsutxdr0zTvRs,0.0,0.5579999999999999,0.579,0.47200000000000003,0.299,0.031,0.75,129.025,0.0,-10.812999999999999
One Night Affair,Jerry Butler,52,1xrDguWfNP06vx2Fa6VS3O,4.0,0.501,0.483,0.775,0.574,0.076,0.726,118.646,0.0,-9.719
One Night Stand,The Magic Lanterns,74,41qxoOCmUubvnBsBkHyjXB,2.0,0.00461,0.586,0.608,0.092,0.0362,0.879,126.346,0.0,-10.109
One Of A Kind (Love Affair),The Spinners,11,3JiChY3AB64zGrS0zlg1ME,7.0,0.263,0.608,0.428,0.09300000000000001,0.109,0.8809999999999999,176.735,0.0,-11.625
One Of The Boys,Mott The Hoople,96,1HPKMFG2wd33L3zi0pVNBx,3.0,0.007090000000000001,0.268,0.86,0.45399999999999996,0.0983,0.348,136.464,0.00175,-6.279
One Tear,Eddie Kendricks,71,1jrHiRMv6gmCxBnOfWNGY3,2.0,0.0719,0.6779999999999999,0.638,0.0937,0.0461,0.6859999999999999,100.18799999999999,0.0028699999999999997,-8.611
One Tin Soldier (The Legend of Billy Jack),Coven,79,4L8mmUVNMIm1eoQw6mfP5Y,0.0,0.136,0.589,0.698,0.10099999999999999,0.0304,0.39899999999999997,88.542,0.647,-9.507
"One Tin Soldier, The Legend of Billy Jack",Coven,26,4L8mmUVNMIm1eoQw6mfP5Y,0.0,0.136,0.589,0.698,0.10099999999999999,0.0304,0.39899999999999997,88.542,0.647,-9.507
One Toke Over The Line,Brewer And Shipley,10,1o9F73JMPlyAD5YL6GS2M2,12.0,0.649,0.619,0.489,0.10400000000000001,0.0267,0.511,97.064,0.0879,-10.295
One Way Out,The Allman Brothers Band,86,2fGG3C8ZJ8iWrNvquDLdQr,22.0,0.5479999999999999,0.5660000000000001,0.74,0.96,0.0578,0.87,106.713,0.0358,-8.012
One Way Sunday,Mark-Almond,94,6FVT8a6Bxsh7134wVaqqhq,6.0,0.9129999999999999,0.546,0.132,0.102,0.0385,0.42,114.26,0.0439,-19.561
One-Way Ticket,Tyrone Davis,75,0f3yZAbWEjo1bRe7UEiF6W,5.0,0.325,0.584,0.722,0.0863,0.0336,0.772,115.51299999999999,0.0,-5.8020000000000005
Only In Your Heart,America,62,25klAMytBFBdDPSkVRd8H2,2.0,0.196,0.467,0.804,0.718,0.0484,0.713,88.449,1.81e-06,-5.356
Only Love Is Real,Carole King,28,1CRVWHm43uvVe8irds9Mp1,0.0,0.012,0.7390000000000001,0.445,0.106,0.0305,0.7559999999999999,110.97,0.00207,-13.774000000000001
Only Love,Bill Quateman,86,614D2rzF4H94mc3LKWE2Wb,6.0,0.647,0.345,0.7340000000000001,0.136,0.0656,0.738,187.158,0.0,-6.8020000000000005
Only Sixteen,Dr. Hook,6,2SljsgHoHnt4UPArZoXB5d,0.0,0.321,0.672,0.43,0.21,0.0586,0.617,99.971,0.609,-14.382
Only Women,Alice Cooper,12,18kylJkt8kjIr9Z5dgTOuY,8.0,0.019,0.28600000000000003,0.7120000000000001,0.898,0.0488,0.0995,70.899,0.0301,-8.835
Only Yesterday,Carpenters,4,3B2LwbhxKjXrEgvPOvbXLa,20.0,0.034,0.36200000000000004,0.419,0.0505,0.0365,0.5720000000000001,136.799,0.0,-14.179
Only You Can,Fox,53,6GCEg5Htz80pbckmiCoy5u,0.0,0.99,0.5670000000000001,0.0681,0.121,0.0778,0.45299999999999996,123.184,0.8740000000000001,-21.494
Only You Know And I Know,Delaney & Bonnie,20,008nfU2NX5rUmYkOdl1YAV,0.0,0.00675,0.654,0.516,0.177,0.0318,0.475,115.943,0.242,-15.179
Ooh Baby,Gilbert O'Sullivan,25,0albQtm6LggUpjcJDOawWx,0.0,0.149,0.721,0.741,0.0684,0.0326,0.965,127.889,0.0,-9.245
Ooh Poo Pah Doo,Ike & Tina Turner,60,7aaFoOtzTpkJLnR0pjDboL,4.0,0.657,0.627,0.841,0.872,0.259,0.7390000000000001,116.131,0.00232,-7.648
Open The Door (Song For Judith),Judy Collins,90,4C0cBRG58ahbw1yy8DMIDv,3.0,0.904,0.502,0.239,0.129,0.031,0.56,134.519,0.0,-12.702
Open,Smokey Robinson,81,4bFZYkXRkFHF7NwHYJKdgG,1.0,0.29100000000000004,0.726,0.8240000000000001,0.63,0.0708,0.561,106.619,0.0195,-8.972000000000001
Operator (That's Not the Way it Feels),Jim Croce,17,1IExMQdLYcqKXefEFSBOhH,0.0,0.426,0.63,0.7240000000000001,0.0781,0.0426,0.631,128.95,0.5870000000000001,-8.993
Operator,The Manhattan Transfer,22,6V8zjwhVyjEcSKt2ytiget,0.0,0.0708,0.545,0.488,0.0767,0.0528,0.768,121.71,2.51e-05,-10.777999999999999
Ophelia,The Band,62,2H1mxjVcod0yuPdTPft9mE,0.0,0.455,0.602,0.125,0.434,0.32299999999999995,0.109,69.707,0.0,-11.992
Our Day Will Come,Frankie Valli,11,2SbjYfeVPGcIvM30LpitYp,5.0,0.187,0.516,0.52,0.0951,0.0742,0.753,180.71099999999998,0.0113,-11.579
Out Of The Question,Gilbert O'Sullivan,17,3fADhCaUM53ucroM6wJLHj,1.0,0.0894,0.725,0.7509999999999999,0.245,0.0291,0.956,127.068,0.0,-5.787000000000001
Out Of Time,The Rolling Stones,81,6h98WKClvFxqKOGGR7adOX,0.0,0.774,0.485,0.201,0.0731,0.043,0.336,135.058,0.889,-20.264
Outa-Space,Billy Preston,2,4ps5OSABdC4YZoiHqWnS0d,0.0,0.198,0.731,0.922,0.247,0.0366,0.9229999999999999,116.34200000000001,0.16899999999999998,-4.96
Outlaw Man,David Blue,94,3YLmbvvOOi4suN3CJ0AvXw,3.0,0.00916,0.5539999999999999,0.629,0.135,0.0525,0.73,100.07600000000001,0.0,-11.200999999999999
Outside Woman,Bloodstone,34,6e4Z5m0m2dxADDT0t8qSWS,2.0,0.0245,0.39,0.5,0.611,0.0857,0.46399999999999997,156.066,8.03e-05,-9.846
Over My Head,Fleetwood Mac,20,1kadkWYZWir07HSXkJLb2Q,21.0,0.1,0.619,0.5870000000000001,0.7659999999999999,0.0443,0.6940000000000001,100.19,0.0031100000000000004,-15.092
Over The Hills And Far Away,Led Zeppelin,51,0N1qwteKuXxAIKUo9FW10v,31.0,0.32899999999999996,0.455,0.47700000000000004,0.115,0.0401,0.5579999999999999,97.76899999999999,0.779,-15.509
Overnight Sensation (Hit Record),Raspberries,18,5oxFSbaGLExAo1uOzLR6DR,7.0,0.0409,0.282,0.8340000000000001,0.753,0.0452,0.39299999999999996,100.991,0.513,-7.21
Oye Como Va,Santana,13,46FXjzG3pw4biunss7RfBq,13.0,0.34299999999999997,0.5820000000000001,0.6609999999999999,0.892,0.0293,0.899,128.284,0.594,-7.195
Painted Ladies,Ian Thomas,34,5SpQ2fkvccJENtSAg1drNl,7.0,0.5660000000000001,0.523,0.389,0.215,0.0295,0.138,119.98299999999999,1.02e-06,-10.754000000000001
Paloma Blanca,George Baker Selection,26,545tGhWRWw3XBk7xl2nGmv,1.0,0.0652,0.703,0.625,0.337,0.0288,0.883,112.19200000000001,5.5799999999999994e-05,-11.357000000000001
Papa Was A Rollin' Stone,The Undisputed Truth,63,3jxjhCNGrdm1DZB5fmoHRr,0.0,0.38,0.7390000000000001,0.45399999999999996,0.0634,0.0708,0.7829999999999999,117.285,8.28e-05,-9.144
Paper Roses,Marie Osmond,5,2Czwv0HbcNx37iTthKwLuG,0.0,1.93e-05,0.371,0.537,0.10099999999999999,0.0294,0.629,115.175,0.932,-8.277999999999999
Pardon Me Sir,Joe Cocker,51,03VNlOXWFTp3MiZ7RX7Rhb,14.0,0.612,0.657,0.67,0.11,0.034,0.782,108.28399999999999,0.00016299999999999998,-7.647
Part Of The Plan,Dan Fogelberg,31,6fWeWr0JykeCuNx6tD7GdO,16.0,0.0407,0.593,0.8290000000000001,0.0826,0.042,0.8590000000000001,144.111,0.0,-6.807
Part Time Love,Gladys Knight And The Pips,22,66OkvqUl5cPmtU3rMspH1v,0.0,0.418,0.314,0.22399999999999998,0.2,0.0313,0.0396,125.405,0.727,-12.667
Party Line,Andrea True Connection,80,1v4X0bJvO2on0ZOc9HWY6h,3.0,0.0037799999999999995,0.613,0.738,0.171,0.0412,0.653,109.948,0.107,-10.145
Party,Van Mccoy,69,2e8SYlahbmnlXg31PUUeHu,1.0,0.28,0.818,0.593,0.326,0.0562,0.9229999999999999,115.177,0.589,-19.145
Peace Train,Cat Stevens,7,6F2RFI0tqrxOJm1ASi7hIv,7.0,0.49200000000000005,0.36200000000000004,0.7020000000000001,0.985,0.21100000000000002,0.5489999999999999,156.189,0.0,-9.888
Peaceful Easy Feeling,Eagles,22,3gLguOkylPMimZrayzviMG,8.0,0.20600000000000002,0.627,0.42,0.0863,0.0289,0.835,142.06,0.00022,-13.377
Peaceful,Helen Reddy,12,0xrhn10VKF534kZvrTtmzS,0.0,0.0057799999999999995,0.449,0.308,0.0634,0.0352,0.22,142.398,0.909,-21.278000000000002
People Gotta Move,Gino Vannelli,22,3bHVmal4oh4RHvctLojxg4,17.0,0.309,0.76,0.8759999999999999,0.29,0.0497,0.733,117.126,0.0204,-5.652
People Make The World Go Round,The Stylistics,25,5xLsYQk7bvvVBdDtsriPLM,0.0,0.93,0.7140000000000001,0.298,0.41100000000000003,0.0513,0.644,83.319,8.71e-05,-12.407
Pepper Box,The Peppers,76,4ZA6MSLrcdh6zFlp0QXQHn,0.0,0.121,0.293,0.6459999999999999,0.127,0.0299,0.6509999999999999,152.18200000000002,0.985,-8.465
Philadelphia,B.B. King,64,0W8uT6k0O3bkwk5e1lcRoT,5.0,0.00155,0.7390000000000001,0.552,0.05,0.0367,0.966,109.445,0.0989,-14.945
Piano Man,Billy Joel,25,1v6v9y8E1aY1Kw2cDkVLBU,37.0,0.667,0.33799999999999997,0.475,0.247,0.0272,0.436,178.387,3.03e-06,-8.731
Pieces Of April,Three Dog Night,19,2qmrGQFYBN7b98iQnpwDc1,0.0,0.486,0.395,0.275,0.0928,0.0304,0.29100000000000004,177.546,2.6300000000000002e-05,-14.700999999999999
Pin The Tail On The Donkey,The Newcomers,74,6VsifeWFOIWHvu7oXFujY2,3.0,0.7190000000000001,0.5720000000000001,0.8,0.6729999999999999,0.135,0.9109999999999999,116.33200000000001,5.28e-05,-5.499
"Pinball Wizard/See Me, Feel Me",The New Seekers,29,53NFvI4EuCxgyKfKYgt9MI,0.0,0.22899999999999998,0.475,0.46799999999999997,0.536,0.0427,0.542,130.239,1.83e-06,-11.869000000000002
